City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
489,akureyri,65.6835,-18.0878,3.96,65,75,7.72,IS,1706118443
490,hassi messaoud,31.6804,6.0729,17.92,24,0,1.54,DZ,1706118443
491,kiunga,-6.1219,141.2906,22.86,99,100,0.68,PG,1706118444
492,arar,30.9753,41.0381,15.01,44,40,0.0,SA,1706118444
493,luanda,-8.8368,13.2343,28.0,78,20,6.17,AO,1706118444
494,beruniy,41.6911,60.7525,-3.02,93,100,3.09,UZ,1706118444
495,salina cruz,16.1667,-95.2,29.04,60,0,2.76,MX,1706118414
496,palmer,42.1584,-72.3287,2.03,84,100,0.0,US,1706118444
497,pelabuhanratu,-6.9875,106.5514,25.18,94,100,1.01,ID,1706118444
498,puerto leguizamo,-0.1934,-74.7819,34.26,37,81,2.16,CO,1706118445
499,kismayo,-0.3582,42.5454,27.09,85,47,5.72,SO,1706118445
500,campoverde,-8.4753,-74.8058,31.83,36,59,2.4,PE,1706118445
501,neiafu,-18.65,-173.9833,27.38,89,75,3.09,TO,1706118445
502,chifeng,42.2683,118.9636,-11.95,77,2,2.61,CN,1706118445
503,bunia,1.5667,30.25,20.64,67,53,0.95,CD,1706118446
504,buston,40.2342,69.6948,5.1,65,20,4.0,TJ,1706118446
505,oltinko'l,40.8011,72.1634,5.38,40,100,2.53,UZ,1706118446
506,panjab,34.388,67.0233,-2.35,77,98,1.72,AF,1706118446
507,tobruk,32.0836,23.9764,14.51,66,72,3.58,LY,1706118446
508,turaif,31.6725,38.6637,11.14,43,20,2.57,SA,1706118447
509,chesma,53.8111,60.6533,-15.04,79,57,1.64,RU,1706118447
510,jindabyne,-36.4167,148.6333,22.54,58,82,2.68,AU,1706118447
511,taro,-8.3862,115.28,24.0,97,99,0.55,ID,1706118447
512,thames,-37.1333,175.5333,13.59,73,99,2.17,NZ,1706118447
513,abong mbang,3.9833,13.1833,27.42,37,86,0.47,CM,1706118447
514,farsala,39.2947,22.3847,4.58,70,22,1.68,GR,1706118448
515,alice springs,-23.7,133.8833,27.75,78,40,0.51,AU,1706118448
516,mbanza kongo,-6.267,14.2401,24.26,70,45,0.91,AO,1706118448
517,machico,32.7,-16.7667,22.06,64,20,1.54,PT,1706118448
518,glace bay,46.1969,-59.957,-3.77,66,75,4.63,CA,1706118448
519,touros,-5.1989,-35.4608,28.29,74,15,5.43,BR,1706118448
520,plastun,44.7561,136.2939,-16.87,84,64,4.94,RU,1706118449
521,swakopmund,-22.6833,14.5333,21.1,82,100,1.84,NA,1706118449
522,thinadhoo,0.5333,72.9333,28.13,72,31,6.51,MV,1706118449
523,bodo,67.28,14.405,1.02,60,0,12.35,NO,1706118449
524,hirara,24.8,125.2833,14.92,67,75,7.72,JP,1706118449
525,wasagu,11.3764,5.7954,26.22,14,0,3.52,NG,1706118449
526,kirakira,-10.4544,161.9205,27.55,82,100,0.83,SB,1706118450
527,sandnessjoen,66.0217,12.6316,3.06,60,75,5.14,NO,1706118450
528,inhambane,-23.865,35.3833,25.99,69,40,5.14,MZ,1706118450
529,linden,6.0,-58.3,34.98,32,67,2.76,GY,1706118170
530,limon,10.0,-83.0333,30.59,74,20,1.54,CR,1706118209
531,puerto baquerizo moreno,-0.9,-89.6,25.55,100,75,4.12,EC,1706118450
532,olonets,60.9847,32.9698,0.04,99,100,3.25,RU,1706118451
533,al bawiti,28.3492,28.8659,12.16,48,5,3.67,EG,1706118451
534,lago da pedra,-4.3333,-45.1667,30.71,65,97,2.1,BR,1706118451
535,shchyolkino,45.4291,35.8223,2.53,62,83,1.61,UA,1706118451
536,sal rei,16.1833,-22.9167,28.11,51,0,8.75,CV,1706118451
537,vernon,50.2581,-119.2691,4.05,93,100,3.09,CA,1706118451
538,kavieng,-2.5744,150.7967,28.71,75,100,7.45,PG,1706118451
539,havre de grace,39.5493,-76.0916,6.76,93,100,0.0,US,1706118266
540,antsiranana,-12.2787,49.2917,26.4,81,100,8.0,MG,1706118452
541,mahina,-17.5065,-149.489,27.87,74,75,5.14,PF,1706118452
542,shangrao,28.4532,117.9686,1.82,75,88,0.49,CN,1706118452
543,saiha,22.4833,92.9667,13.52,56,100,1.29,IN,1706118452
544,saldanha,-33.0117,17.9442,27.03,84,44,1.73,ZA,1706118452
545,guatrache,-37.6678,-63.5302,36.42,17,27,6.54,AR,1706118452
546,bay roberts,47.5999,-53.2648,-9.26,56,72,6.26,CA,1706118453
547,arvayheer,46.2639,102.775,-16.22,59,4,3.45,MN,1706118453
548,mont-dore,-22.2833,166.5833,22.99,86,100,1.58,NC,1706118453
549,antofagasta,-23.65,-70.4,23.6,67,10,4.11,CL,1706118453
550,miri,4.4148,114.0089,24.08,100,20,0.51,MY,1706118453
551,siwa oasis,29.2041,25.5195,13.57,46,21,2.65,EG,1706118453
552,usinsk,65.9939,57.5281,-7.18,94,98,8.49,RU,1706118453
553,suntar,62.1444,117.6319,-19.34,92,26,3.26,RU,1706118454
554,lubang,13.8584,120.124,25.62,74,48,13.42,PH,1706118454
555,hilo,19.7297,-155.09,22.36,82,20,1.54,US,1706118302
556,klamath falls,42.2249,-121.7817,6.03,90,75,5.14,US,1706118454
557,yamada,39.4667,141.95,-2.57,80,31,4.05,JP,1706118454
558,susuman,62.7833,148.1667,-41.12,98,94,1.34,RU,1706118454
559,campbellton,48.0075,-66.6727,-13.75,73,80,2.47,CA,1706118454
560,mohr,54.3528,9.7167,8.41,80,75,15.95,DE,1706118455
561,quang ngai,15.1167,108.8,18.84,93,100,2.08,VN,1706118455
562,nouadhibou,20.931,-17.0347,24.99,20,46,2.57,MR,1706118455
563,gasa,31.5,34.4667,16.96,63,19,5.14,PS,1706118455
564,dunay,42.8803,132.3375,-14.6,78,21,11.61,RU,1706118455
565,dolyna,48.9733,24.0094,2.21,77,87,9.21,UA,1706118455
566,pitoa,9.3833,13.5333,30.05,19,4,3.09,CM,1706118456
567,aberdeen,57.1437,-2.0981,7.33,72,71,4.12,GB,1706118454
568,la sierpe,2.8518,-77.6155,29.73,76,42,3.4,CO,1706118456
